"Version","Task","Concept","Att 1 - Conservation measure","Att 2 - Global coral coverage remaining in 50 years","Att 3 - Reef fish species at risk of extinction in 50 years","Att 4 - Contribution per year"
836,1,1,4,1,4,4
836,1,2,3,4,1,6
836,1,3,1,4,4,1
836,2,1,2,7,2,2
836,2,2,3,4,4,8
836,2,3,1,7,4,1
836,3,1,2,4,4,6
836,3,2,4,7,1,4
836,3,3,1,7,4,1
836,4,1,3,4,7,3
836,4,2,2,6,4,7
836,4,3,1,7,7,1
836,5,1,3,2,4,2
836,5,2,2,4,1,8
836,5,3,1,4,4,1
836,6,1,2,6,6,3
836,6,2,4,6,6,7
836,6,3,1,7,7,1
837,1,1,3,2,7,6
837,1,2,2,3,5,4
837,1,3,1,4,7,1
837,2,1,2,5,4,2
837,2,2,4,7,1,8
837,2,3,1,7,4,1
837,3,1,3,5,7,2
837,3,2,4,6,4,8
837,3,3,1,7,7,1
837,4,1,3,3,1,8
837,4,2,4,2,4,2
837,4,3,1,4,4,1
837,5,1,3,5,6,5
837,5,2,4,5,5,5
837,5,3,1,7,7,1
837,6,1,3,6,2,8
837,6,2,4,6,3,2
837,6,3,1,7,4,1
838,1,1,2,4,4,6
838,1,2,4,1,7,4
838,1,3,1,4,7,1
838,2,1,2,3,5,4
838,2,2,3,1,6,6
838,2,3,1,4,7,1
838,3,1,2,1,7,7
838,3,2,3,4,5,3
838,3,3,1,4,7,1
838,4,1,3,3,2,7
838,4,2,2,2,3,3
838,4,3,1,4,4,1
838,5,1,2,1,6,7
838,5,2,4,4,4,3
838,5,3,1,4,7,1
838,6,1,2,3,1,5
838,6,2,4,2,3,5
838,6,3,1,4,4,1
839,1,1,3,7,2,2
839,1,2,2,4,3,8
839,1,3,1,7,4,1
839,2,1,4,6,4,7
839,2,2,3,4,7,3
839,2,3,1,7,7,1
839,3,1,4,1,4,6
839,3,2,3,4,1,3
839,3,3,1,4,4,1
839,4,1,2,4,1,8
839,4,2,4,2,4,2
839,4,3,1,4,4,1
839,5,1,4,5,2,4
839,5,2,3,6,2,5
839,5,3,1,7,4,1
839,6,1,4,2,6,4
839,6,2,2,4,5,6
839,6,3,1,4,7,1
840,1,1,4,7,4,2
840,1,2,2,4,6,7
840,1,3,1,7,7,1
840,2,1,4,4,1,6
840,2,2,3,1,4,3
840,2,3,1,4,4,1
840,3,1,4,1,4,4
840,3,2,2,4,1,6
840,3,3,1,4,4,1
840,4,1,3,1,4,6
840,4,2,2,4,1,4
840,4,3,1,4,4,1
840,5,1,3,4,3,5
840,5,2,4,6,2,5
840,5,3,1,7,4,1
840,6,1,2,4,5,2
840,6,2,3,1,6,8
840,6,3,1,4,7,1
841,1,1,2,5,4,3
841,1,2,4,7,1,8
841,1,3,1,7,4,1
841,2,1,4,4,6,5
841,2,2,2,6,5,5
841,2,3,1,7,7,1
841,3,1,4,1,3,8
841,3,2,3,4,2,2
841,3,3,1,4,4,1
841,4,1,3,7,1,2
841,4,2,2,4,3,7
841,4,3,1,7,4,1
841,5,1,2,5,4,3
841,5,2,3,6,1,7
841,5,3,1,7,4,1
841,6,1,2,5,3,5
841,6,2,4,5,2,4
841,6,3,1,7,4,1
842,1,1,3,3,1,8
842,1,2,2,2,4,2
842,1,3,1,4,4,1
842,2,1,2,5,2,7
842,2,2,3,6,3,3
842,2,3,1,7,4,1
842,3,1,3,3,2,5
842,3,2,4,1,3,5
842,3,3,1,4,4,1
842,4,1,4,1,7,8
842,4,2,3,4,5,2
842,4,3,1,4,7,1
842,5,1,4,4,2,2
842,5,2,2,1,3,8
842,5,3,1,4,4,1
842,6,1,2,3,6,3
842,6,2,4,2,5,7
842,6,3,1,4,7,1
843,1,1,4,4,4,3
843,1,2,3,1,7,6
843,1,3,1,4,7,1
843,2,1,4,1,3,7
843,2,2,2,4,1,2
843,2,3,1,4,4,1
843,3,1,3,4,3,5
843,3,2,4,6,2,4
843,3,3,1,7,4,1
843,4,1,4,7,1,6
843,4,2,3,4,4,4
843,4,3,1,7,4,1
843,5,1,2,6,5,4
843,5,2,4,5,7,6
843,5,3,1,7,7,1
843,6,1,3,7,5,3
843,6,2,2,5,5,7
843,6,3,1,7,7,1
844,1,1,2,6,2,4
844,1,2,3,5,4,6
844,1,3,1,7,4,1
844,2,1,4,2,3,7
844,2,2,2,3,2,3
844,2,3,1,4,4,1
844,3,1,2,2,6,5
844,3,2,3,3,4,5
844,3,3,1,4,7,1
844,4,1,2,6,1,7
844,4,2,4,5,4,3
844,4,3,1,7,4,1
844,5,1,4,3,6,5
844,5,2,3,2,6,4
844,5,3,1,4,7,1
844,6,1,4,4,4,6
844,6,2,2,1,7,4
844,6,3,1,4,7,1
845,1,1,3,4,1,3
845,1,2,2,1,4,6
845,1,3,1,4,4,1
845,2,1,4,5,4,3
845,2,2,3,6,1,7
845,2,3,1,7,4,1
845,3,1,4,6,5,4
845,3,2,3,6,6,5
845,3,3,1,7,7,1
845,4,1,3,2,2,4
845,4,2,2,2,3,5
845,4,3,1,4,4,1
845,5,1,3,1,6,8
845,5,2,2,4,5,2
845,5,3,1,4,7,1
845,6,1,3,7,4,8
845,6,2,4,5,7,2
845,6,3,1,7,7,1
846,1,1,4,4,4,4
846,1,2,3,7,1,6
846,1,3,1,7,4,1
846,2,1,2,4,2,2
846,2,2,3,1,4,8
846,2,3,1,4,4,1
846,3,1,2,1,7,6
846,3,2,4,4,4,4
846,3,3,1,4,7,1
846,4,1,3,4,7,3
846,4,2,2,6,4,7
846,4,3,1,7,7,1
846,5,1,3,2,4,2
846,5,2,2,4,1,8
846,5,3,1,4,4,1
846,6,1,2,6,6,3
846,6,2,4,6,6,7
846,6,3,1,7,7,1
847,1,1,3,2,7,6
847,1,2,2,3,5,4
847,1,3,1,4,7,1
847,2,1,2,2,7,2
847,2,2,4,4,4,8
847,2,3,1,4,7,1
847,3,1,3,5,4,2
847,3,2,4,6,1,8
847,3,3,1,7,4,1
847,4,1,3,6,4,8
847,4,2,4,5,7,2
847,4,3,1,7,7,1
847,5,1,3,5,3,5
847,5,2,4,5,2,5
847,5,3,1,7,4,1
847,6,1,3,6,2,8
847,6,2,4,6,3,2
847,6,3,1,7,4,1
848,1,1,2,4,1,6
848,1,2,4,1,4,4
848,1,3,1,4,4,1
848,2,1,2,6,5,4
848,2,2,3,4,6,6
848,2,3,1,7,7,1
848,3,1,2,1,4,7
848,3,2,3,4,2,3
848,3,3,1,4,4,1
848,4,1,3,6,2,7
848,4,2,2,5,3,3
848,4,3,1,7,4,1
848,5,1,2,1,3,7
848,5,2,4,4,1,3
848,5,3,1,4,4,1
848,6,1,2,3,1,5
848,6,2,4,2,3,5
848,6,3,1,4,4,1
849,1,1,3,4,2,2
849,1,2,2,1,3,8
849,1,3,1,4,4,1
849,2,1,4,6,4,7
849,2,2,3,4,7,3
849,2,3,1,7,7,1
849,3,1,4,1,7,6
849,3,2,3,4,4,3
849,3,3,1,4,7,1
849,4,1,2,7,1,8
849,4,2,4,5,4,2
849,4,3,1,7,4,1
849,5,1,4,2,5,4
849,5,2,3,3,5,5
849,5,3,1,4,7,1
849,6,1,4,2,6,4
849,6,2,2,4,5,6
849,6,3,1,4,7,1
850,1,1,4,7,1,2
850,1,2,2,4,3,7
850,1,3,1,7,4,1
850,2,1,4,4,1,6
850,2,2,3,1,4,3
850,2,3,1,4,4,1
850,3,1,4,1,4,4
850,3,2,2,4,1,6
850,3,3,1,4,4,1
850,4,1,3,4,7,6
850,4,2,2,7,4,4
850,4,3,1,7,7,1
850,5,1,3,1,3,5
850,5,2,4,3,2,5
850,5,3,1,4,4,1
850,6,1,2,7,2,2
850,6,2,3,4,3,8
850,6,3,1,7,4,1
851,1,1,2,5,7,3
851,1,2,4,7,4,8
851,1,3,1,7,7,1
851,2,1,4,4,3,5
851,2,2,2,6,2,5
851,2,3,1,7,4,1
851,3,1,4,1,3,8
851,3,2,3,4,2,2
851,3,3,1,4,4,1
851,4,1,3,7,1,2
851,4,2,2,4,3,7
851,4,3,1,7,4,1
851,5,1,2,2,4,3
851,5,2,3,3,1,7
851,5,3,1,4,4,1
851,6,1,2,2,3,5
851,6,2,4,2,2,4
851,6,3,1,4,4,1
852,1,1,3,3,1,8
852,1,2,2,2,4,2
852,1,3,1,4,4,1
852,2,1,2,2,2,7
852,2,2,3,3,3,3
852,2,3,1,4,4,1
852,3,1,3,6,5,5
852,3,2,4,4,6,5
852,3,3,1,7,7,1
852,4,1,4,4,4,8
852,4,2,3,7,2,2
852,4,3,1,7,4,1
852,5,1,4,7,5,2
852,5,2,2,4,6,8
852,5,3,1,7,7,1
852,6,1,2,6,3,3
852,6,2,4,5,2,7
852,6,3,1,7,4,1
853,1,1,4,7,4,3
853,1,2,3,4,7,6
853,1,3,1,7,7,1
853,2,1,4,1,3,7
853,2,2,2,4,1,2
853,2,3,1,4,4,1
853,3,1,3,4,3,5
853,3,2,4,6,2,4
853,3,3,1,7,4,1
853,4,1,4,7,1,6
853,4,2,3,4,4,4
853,4,3,1,7,4,1
853,5,1,2,3,2,4
853,5,2,4,2,4,6
853,5,3,1,4,4,1
853,6,1,3,7,2,3
853,6,2,2,5,2,7
853,6,3,1,7,4,1
854,1,1,2,6,2,4
854,1,2,3,5,4,6
854,1,3,1,7,4,1
854,2,1,4,5,3,7
854,2,2,2,6,2,3
854,2,3,1,7,4,1
854,3,1,2,2,6,5
854,3,2,3,3,4,5
854,3,3,1,4,7,1
854,4,1,2,6,4,7
854,4,2,4,5,7,3
854,4,3,1,7,7,1
854,5,1,4,3,3,5
854,5,2,3,2,3,4
854,5,3,1,4,4,1
854,6,1,4,7,1,6
854,6,2,2,4,4,4
854,6,3,1,7,4,1
855,1,1,3,4,1,3
855,1,2,2,1,4,6
855,1,3,1,4,4,1
855,2,1,4,5,4,3
855,2,2,3,6,1,7
855,2,3,1,7,4,1
855,3,1,4,3,2,4
855,3,2,3,3,3,5
855,3,3,1,4,4,1
855,4,1,3,5,5,4
855,4,2,2,5,6,5
855,4,3,1,7,7,1
855,5,1,3,4,3,8
855,5,2,2,7,2,2
855,5,3,1,7,4,1
855,6,1,3,4,1,8
855,6,2,4,2,4,2
855,6,3,1,4,4,1
856,1,1,4,1,7,4
856,1,2,3,4,4,6
856,1,3,1,4,7,1
856,2,1,2,4,2,2
856,2,2,3,1,4,8
856,2,3,1,4,4,1
856,3,1,2,1,7,6
856,3,2,4,4,4,4
856,3,3,1,4,7,1
856,4,1,3,1,7,3
856,4,2,2,3,4,7
856,4,3,1,4,7,1
856,5,1,3,5,7,2
856,5,2,2,7,4,8
856,5,3,1,7,7,1
856,6,1,2,6,3,3
856,6,2,4,6,3,7
856,6,3,1,7,4,1
857,1,1,3,2,4,6
857,1,2,2,3,2,4
857,1,3,1,4,4,1
857,2,1,2,5,4,2
857,2,2,4,7,1,8
857,2,3,1,7,4,1
857,3,1,3,2,4,2
857,3,2,4,3,1,8
857,3,3,1,4,4,1
857,4,1,3,3,1,8
857,4,2,4,2,4,2
857,4,3,1,4,4,1
857,5,1,3,5,6,5
857,5,2,4,5,5,5
857,5,3,1,7,7,1
857,6,1,3,3,5,8
857,6,2,4,3,6,2
857,6,3,1,4,7,1
858,1,1,2,4,4,6
858,1,2,4,1,7,4
858,1,3,1,4,7,1
858,2,1,2,6,5,4
858,2,2,3,4,6,6
858,2,3,1,7,7,1
858,3,1,2,4,7,7
858,3,2,3,7,5,3
858,3,3,1,7,7,1
858,4,1,3,3,2,7
858,4,2,2,2,3,3
858,4,3,1,4,4,1
858,5,1,2,4,6,7
858,5,2,4,7,4,3
858,5,3,1,7,7,1
858,6,1,2,3,1,5
858,6,2,4,2,3,5
858,6,3,1,4,4,1
859,1,1,3,7,5,2
859,1,2,2,4,6,8
859,1,3,1,7,7,1
859,2,1,4,3,1,7
859,2,2,3,1,4,3
859,2,3,1,4,4,1
859,3,1,4,1,7,6
859,3,2,3,4,4,3
859,3,3,1,4,7,1
859,4,1,2,7,4,8
859,4,2,4,5,7,2
859,4,3,1,7,7,1
859,5,1,4,5,5,4
859,5,2,3,6,5,5
859,5,3,1,7,7,1
859,6,1,4,5,6,4
859,6,2,2,7,5,6
859,6,3,1,7,7,1
860,1,1,4,4,1,2
860,1,2,2,1,3,7
860,1,3,1,4,4,1
860,2,1,4,7,4,6
860,2,2,3,4,7,3
860,2,3,1,7,7,1
860,3,1,4,1,4,4
860,3,2,2,4,1,6
860,3,3,1,4,4,1
860,4,1,3,1,4,6
860,4,2,2,4,1,4
860,4,3,1,4,4,1
860,5,1,3,4,3,5
860,5,2,4,6,2,5
860,5,3,1,7,4,1
860,6,1,2,7,2,2
860,6,2,3,4,3,8
860,6,3,1,7,4,1
861,1,1,2,5,7,3
861,1,2,4,7,4,8
861,1,3,1,7,7,1
861,2,1,4,4,3,5
861,2,2,2,6,2,5
861,2,3,1,7,4,1
861,3,1,4,1,3,8
861,3,2,3,4,2,2
861,3,3,1,4,4,1
861,4,1,3,7,4,2
861,4,2,2,4,6,7
861,4,3,1,7,7,1
861,5,1,2,2,7,3
861,5,2,3,3,4,7
861,5,3,1,4,7,1
861,6,1,2,5,3,5
861,6,2,4,5,2,4
861,6,3,1,7,4,1
862,1,1,3,3,1,8
862,1,2,2,2,4,2
862,1,3,1,4,4,1
862,2,1,2,5,2,7
862,2,2,3,6,3,3
862,2,3,1,7,4,1
862,3,1,3,6,2,5
862,3,2,4,4,3,5
862,3,3,1,7,4,1
862,4,1,4,4,7,8
862,4,2,3,7,5,2
862,4,3,1,7,7,1
862,5,1,4,7,2,2
862,5,2,2,4,3,8
862,5,3,1,7,4,1
862,6,1,2,3,6,3
862,6,2,4,2,5,7
862,6,3,1,4,7,1
863,1,1,4,4,1,3
863,1,2,3,1,4,6
863,1,3,1,4,4,1
863,2,1,4,1,3,7
863,2,2,2,4,1,2
863,2,3,1,4,4,1
863,3,1,3,1,6,5
863,3,2,4,3,5,4
863,3,3,1,4,7,1
863,4,1,4,7,4,6
863,4,2,3,4,7,4
863,4,3,1,7,7,1
863,5,1,2,6,5,4
863,5,2,4,5,7,6
863,5,3,1,7,7,1
863,6,1,3,7,2,3
863,6,2,2,5,2,7
863,6,3,1,7,4,1
864,1,1,2,6,5,4
864,1,2,3,5,7,6
864,1,3,1,7,7,1
864,2,1,4,2,3,7
864,2,2,2,3,2,3
864,2,3,1,4,4,1
864,3,1,2,2,3,5
864,3,2,3,3,1,5
864,3,3,1,4,4,1
864,4,1,2,6,1,7
864,4,2,4,5,4,3
864,4,3,1,7,4,1
864,5,1,4,6,3,5
864,5,2,3,5,3,4
864,5,3,1,7,4,1
864,6,1,4,4,1,6
864,6,2,2,1,4,4
864,6,3,1,4,4,1
865,1,1,3,4,1,3
865,1,2,2,1,4,6
865,1,3,1,4,4,1
865,2,1,4,5,7,3
865,2,2,3,6,4,7
865,2,3,1,7,7,1
865,3,1,4,6,5,4
865,3,2,3,6,6,5
865,3,3,1,7,7,1
865,4,1,3,2,5,4
865,4,2,2,2,6,5
865,4,3,1,4,7,1
865,5,1,3,1,6,8
865,5,2,2,4,5,2
865,5,3,1,4,7,1
865,6,1,3,7,4,8
865,6,2,4,5,7,2
865,6,3,1,7,7,1
866,1,1,4,1,7,4
866,1,2,3,4,4,6
866,1,3,1,4,7,1
866,2,1,2,7,5,2
866,2,2,3,4,7,8
866,2,3,1,7,7,1
866,3,1,2,1,7,6
866,3,2,4,4,4,4
866,3,3,1,4,7,1
866,4,1,3,4,7,3
866,4,2,2,6,4,7
866,4,3,1,7,7,1
866,5,1,3,2,4,2
866,5,2,2,4,1,8
866,5,3,1,4,4,1
866,6,1,2,6,3,3
866,6,2,4,6,3,7
866,6,3,1,7,4,1
867,1,1,3,2,7,6
867,1,2,2,3,5,4
867,1,3,1,4,7,1
867,2,1,2,2,7,2
867,2,2,4,4,4,8
867,2,3,1,4,7,1
867,3,1,3,2,4,2
867,3,2,4,3,1,8
867,3,3,1,4,4,1
867,4,1,3,6,1,8
867,4,2,4,5,4,2
867,4,3,1,7,4,1
867,5,1,3,2,6,5
867,5,2,4,2,5,5
867,5,3,1,4,7,1
867,6,1,3,6,5,8
867,6,2,4,6,6,2
867,6,3,1,7,7,1
868,1,1,2,7,4,6
868,1,2,4,4,7,4
868,1,3,1,7,7,1
868,2,1,2,3,2,4
868,2,2,3,1,3,6
868,2,3,1,4,4,1
868,3,1,2,4,7,7
868,3,2,3,7,5,3
868,3,3,1,7,7,1
868,4,1,3,6,2,7
868,4,2,2,5,3,3
868,4,3,1,7,4,1
868,5,1,2,1,6,7
868,5,2,4,4,4,3
868,5,3,1,4,7,1
868,6,1,2,3,4,5
868,6,2,4,2,6,5
868,6,3,1,4,7,1
869,1,1,3,4,5,2
869,1,2,2,1,6,8
869,1,3,1,4,7,1
869,2,1,4,6,1,7
869,2,2,3,4,4,3
869,2,3,1,7,4,1
869,3,1,4,4,4,6
869,3,2,3,7,1,3
869,3,3,1,7,4,1
869,4,1,2,4,4,8
869,4,2,4,2,7,2
869,4,3,1,4,7,1
869,5,1,4,5,5,4
869,5,2,3,6,5,5
869,5,3,1,7,7,1
869,6,1,4,5,3,4
869,6,2,2,7,2,6
869,6,3,1,7,4,1
870,1,1,4,7,4,2
870,1,2,2,4,6,7
870,1,3,1,7,7,1
870,2,1,4,4,1,6
870,2,2,3,1,4,3
870,2,3,1,4,4,1
870,3,1,4,1,7,4
870,3,2,2,4,4,6
870,3,3,1,4,7,1
870,4,1,3,4,4,6
870,4,2,2,7,1,4
870,4,3,1,7,4,1
870,5,1,3,1,3,5
870,5,2,4,3,2,5
870,5,3,1,4,4,1
870,6,1,2,4,5,2
870,6,2,3,1,6,8
870,6,3,1,4,7,1
871,1,1,2,5,4,3
871,1,2,4,7,1,8
871,1,3,1,7,4,1
871,2,1,4,1,6,5
871,2,2,2,3,5,5
871,2,3,1,4,7,1
871,3,1,4,1,6,8
871,3,2,3,4,5,2
871,3,3,1,4,7,1
871,4,1,3,4,1,2
871,4,2,2,1,3,7
871,4,3,1,4,4,1
871,5,1,2,5,4,3
871,5,2,3,6,1,7
871,5,3,1,7,4,1
871,6,1,2,2,3,5
871,6,2,4,2,2,4
871,6,3,1,4,4,1
872,1,1,3,6,4,8
872,1,2,2,5,7,2
872,1,3,1,7,7,1
872,2,1,2,2,2,7
872,2,2,3,3,3,3
872,2,3,1,4,4,1
872,3,1,3,6,2,5
872,3,2,4,4,3,5
872,3,3,1,7,4,1
872,4,1,4,4,7,8
872,4,2,3,7,5,2
872,4,3,1,7,7,1
872,5,1,4,7,2,2
872,5,2,2,4,3,8
872,5,3,1,7,4,1
872,6,1,2,3,6,3
872,6,2,4,2,5,7
872,6,3,1,4,7,1
873,1,1,4,7,4,3
873,1,2,3,4,7,6
873,1,3,1,7,7,1
873,2,1,4,4,6,7
873,2,2,2,7,4,2
873,2,3,1,7,7,1
873,3,1,3,1,3,5
873,3,2,4,3,2,4
873,3,3,1,4,4,1
873,4,1,4,7,1,6
873,4,2,3,4,4,4
873,4,3,1,7,4,1
873,5,1,2,3,5,4
873,5,2,4,2,7,6
873,5,3,1,4,7,1
873,6,1,3,4,5,3
873,6,2,2,2,5,7
873,6,3,1,4,7,1
874,1,1,2,3,5,4
874,1,2,3,2,7,6
874,1,3,1,4,7,1
874,2,1,4,2,6,7
874,2,2,2,3,5,3
874,2,3,1,4,7,1
874,3,1,2,2,6,5
874,3,2,3,3,4,5
874,3,3,1,4,7,1
874,4,1,2,6,1,7
874,4,2,4,5,4,3
874,4,3,1,7,4,1
874,5,1,4,3,6,5
874,5,2,3,2,6,4
874,5,3,1,4,7,1
874,6,1,4,4,1,6
874,6,2,2,1,4,4
874,6,3,1,4,4,1
875,1,1,3,4,4,3
875,1,2,2,1,7,6
875,1,3,1,4,7,1
875,2,1,4,2,7,3
875,2,2,3,3,4,7
875,2,3,1,4,7,1
875,3,1,4,6,5,4
875,3,2,3,6,6,5
875,3,3,1,7,7,1
875,4,1,3,2,2,4
875,4,2,2,2,3,5
875,4,3,1,4,4,1
875,5,1,3,4,6,8
875,5,2,2,7,5,2
875,5,3,1,7,7,1
875,6,1,3,4,1,8
875,6,2,4,2,4,2
875,6,3,1,4,4,1
876,1,1,4,4,7,4
876,1,2,3,7,4,6
876,1,3,1,7,7,1
876,2,1,2,7,5,2
876,2,2,3,4,7,8
876,2,3,1,7,7,1
876,3,1,2,1,7,6
876,3,2,4,4,4,4
876,3,3,1,4,7,1
876,4,1,3,1,7,3
876,4,2,2,3,4,7
876,4,3,1,4,7,1
876,5,1,3,2,4,2
876,5,2,2,4,1,8
876,5,3,1,4,4,1
876,6,1,2,6,6,3
876,6,2,4,6,6,7
876,6,3,1,7,7,1
877,1,1,3,5,7,6
877,1,2,2,6,5,4
877,1,3,1,7,7,1
877,2,1,2,2,7,2
877,2,2,4,4,4,8
877,2,3,1,4,7,1
877,3,1,3,2,4,2
877,3,2,4,3,1,8
877,3,3,1,4,4,1
877,4,1,3,3,1,8
877,4,2,4,2,4,2
877,4,3,1,4,4,1
877,5,1,3,5,3,5
877,5,2,4,5,2,5
877,5,3,1,7,4,1
877,6,1,3,6,5,8
877,6,2,4,6,6,2
877,6,3,1,7,7,1
878,1,1,2,4,1,6
878,1,2,4,1,4,4
878,1,3,1,4,4,1
878,2,1,2,3,5,4
878,2,2,3,1,6,6
878,2,3,1,4,7,1
878,3,1,2,1,7,7
878,3,2,3,4,5,3
878,3,3,1,4,7,1
878,4,1,3,6,2,7
878,4,2,2,5,3,3
878,4,3,1,7,4,1
878,5,1,2,4,3,7
878,5,2,4,7,1,3
878,5,3,1,7,4,1
878,6,1,2,3,1,5
878,6,2,4,2,3,5
878,6,3,1,4,4,1
879,1,1,3,4,2,2
879,1,2,2,1,3,8
879,1,3,1,4,4,1
879,2,1,4,6,4,7
879,2,2,3,4,7,3
879,2,3,1,7,7,1
879,3,1,4,1,4,6
879,3,2,3,4,1,3
879,3,3,1,4,4,1
879,4,1,2,4,4,8
879,4,2,4,2,7,2
879,4,3,1,4,7,1
879,5,1,4,5,5,4
879,5,2,3,6,5,5
879,5,3,1,7,7,1
879,6,1,4,5,6,4
879,6,2,2,7,5,6
879,6,3,1,7,7,1
880,1,1,4,4,1,2
880,1,2,2,1,3,7
880,1,3,1,4,4,1
880,2,1,4,7,4,6
880,2,2,3,4,7,3
880,2,3,1,7,7,1
880,3,1,4,1,7,4
880,3,2,2,4,4,6
880,3,3,1,4,7,1
880,4,1,3,4,7,6
880,4,2,2,7,4,4
880,4,3,1,7,7,1
880,5,1,3,4,6,5
880,5,2,4,6,5,5
880,5,3,1,7,7,1
880,6,1,2,4,2,2
880,6,2,3,1,3,8
880,6,3,1,4,4,1
881,1,1,2,5,7,3
881,1,2,4,7,4,8
881,1,3,1,7,7,1
881,2,1,4,4,3,5
881,2,2,2,6,2,5
881,2,3,1,7,4,1
881,3,1,4,4,6,8
881,3,2,3,7,5,2
881,3,3,1,7,7,1
881,4,1,3,4,4,2
881,4,2,2,1,6,7
881,4,3,1,4,7,1
881,5,1,2,5,7,3
881,5,2,3,6,4,7
881,5,3,1,7,7,1
881,6,1,2,2,3,5
881,6,2,4,2,2,4
881,6,3,1,4,4,1
882,1,1,3,6,1,8
882,1,2,2,5,4,2
882,1,3,1,7,4,1
882,2,1,2,5,5,7
882,2,2,3,6,6,3
882,2,3,1,7,7,1
882,3,1,3,3,2,5
882,3,2,4,1,3,5
882,3,3,1,4,4,1
882,4,1,4,1,4,8
882,4,2,3,4,2,2
882,4,3,1,4,4,1
882,5,1,4,7,2,2
882,5,2,2,4,3,8
882,5,3,1,7,4,1
882,6,1,2,3,3,3
882,6,2,4,2,2,7
882,6,3,1,4,4,1
883,1,1,4,7,4,3
883,1,2,3,4,7,6
883,1,3,1,7,7,1
883,2,1,4,4,6,7
883,2,2,2,7,4,2
883,2,3,1,7,7,1
883,3,1,3,1,6,5
883,3,2,4,3,5,4
883,3,3,1,4,7,1
883,4,1,4,4,4,6
883,4,2,3,1,7,4
883,4,3,1,4,7,1
883,5,1,2,3,2,4
883,5,2,4,2,4,6
883,5,3,1,4,4,1
883,6,1,3,4,5,3
883,6,2,2,2,5,7
883,6,3,1,4,7,1
884,1,1,2,6,2,4
884,1,2,3,5,4,6
884,1,3,1,7,4,1
884,2,1,4,5,3,7
884,2,2,2,6,2,3
884,2,3,1,7,4,1
884,3,1,2,5,6,5
884,3,2,3,6,4,5
884,3,3,1,7,7,1
884,4,1,2,3,4,7
884,4,2,4,2,7,3
884,4,3,1,4,7,1
884,5,1,4,6,3,5
884,5,2,3,5,3,4
884,5,3,1,7,4,1
884,6,1,4,7,4,6
884,6,2,2,4,7,4
884,6,3,1,7,7,1
885,1,1,3,7,1,3
885,1,2,2,4,4,6
885,1,3,1,7,4,1
885,2,1,4,2,7,3
885,2,2,3,3,4,7
885,2,3,1,4,7,1
885,3,1,4,6,2,4
885,3,2,3,6,3,5
885,3,3,1,7,4,1
885,4,1,3,5,5,4
885,4,2,2,5,6,5
885,4,3,1,7,7,1
885,5,1,3,1,3,8
885,5,2,2,4,2,2
885,5,3,1,4,4,1
885,6,1,3,4,4,8
885,6,2,4,2,7,2
885,6,3,1,4,7,1
886,1,1,4,1,7,4
886,1,2,3,4,4,6
886,1,3,1,4,7,1
886,2,1,2,7,2,2
886,2,2,3,4,4,8
886,2,3,1,7,4,1
886,3,1,2,4,7,6
886,3,2,4,7,4,4
886,3,3,1,7,7,1
886,4,1,3,4,4,3
886,4,2,2,6,1,7
886,4,3,1,7,4,1
886,5,1,3,5,4,2
886,5,2,2,7,1,8
886,5,3,1,7,4,1
886,6,1,2,3,3,3
886,6,2,4,3,3,7
886,6,3,1,4,4,1
887,1,1,3,2,7,6
887,1,2,2,3,5,4
887,1,3,1,4,7,1
887,2,1,2,5,7,2
887,2,2,4,7,4,8
887,2,3,1,7,7,1
887,3,1,3,5,7,2
887,3,2,4,6,4,8
887,3,3,1,7,7,1
887,4,1,3,6,4,8
887,4,2,4,5,7,2
887,4,3,1,7,7,1
887,5,1,3,2,6,5
887,5,2,4,2,5,5
887,5,3,1,4,7,1
887,6,1,3,3,5,8
887,6,2,4,3,6,2
887,6,3,1,4,7,1
888,1,1,2,4,4,6
888,1,2,4,1,7,4
888,1,3,1,4,7,1
888,2,1,2,3,5,4
888,2,2,3,1,6,6
888,2,3,1,4,7,1
888,3,1,2,1,4,7
888,3,2,3,4,2,3
888,3,3,1,4,4,1
888,4,1,3,3,5,7
888,4,2,2,2,6,3
888,4,3,1,4,7,1
888,5,1,2,4,6,7
888,5,2,4,7,4,3
888,5,3,1,7,7,1
888,6,1,2,6,4,5
888,6,2,4,5,6,5
888,6,3,1,7,7,1
889,1,1,3,7,5,2
889,1,2,2,4,6,8
889,1,3,1,7,7,1
889,2,1,4,6,1,7
889,2,2,3,4,4,3
889,2,3,1,7,4,1
889,3,1,4,4,7,6
889,3,2,3,7,4,3
889,3,3,1,7,7,1
889,4,1,2,4,4,8
889,4,2,4,2,7,2
889,4,3,1,4,7,1
889,5,1,4,2,5,4
889,5,2,3,3,5,5
889,5,3,1,4,7,1
889,6,1,4,2,3,4
889,6,2,2,4,2,6
889,6,3,1,4,4,1
890,1,1,4,7,4,2
890,1,2,2,4,6,7
890,1,3,1,7,7,1
890,2,1,4,7,1,6
890,2,2,3,4,4,3
890,2,3,1,7,4,1
890,3,1,4,1,7,4
890,3,2,2,4,4,6
890,3,3,1,4,7,1
890,4,1,3,1,4,6
890,4,2,2,4,1,4
890,4,3,1,4,4,1
890,5,1,3,1,3,5
890,5,2,4,3,2,5
890,5,3,1,4,4,1
890,6,1,2,7,2,2
890,6,2,3,4,3,8
890,6,3,1,7,4,1
891,1,1,2,5,7,3
891,1,2,4,7,4,8
891,1,3,1,7,7,1
